Price,Close,High,Low,Open,Volume
Ticker,MES=F,MES=F,MES=F,MES=F,MES=F
Date,,,,,
2019-09-09,2978.25,2991.75,2969.25,2980.0,181052
2019-09-10,2978.5,2984.75,2957.25,2979.25,259700
2019-09-11,3002.0,3004.5,2972.25,2979.5,204351
2019-09-12,3011.75,3021.75,3001.0,3002.5,319497
2019-09-13,3006.5,3024.0,3003.5,3010.5,49788
2019-09-16,2999.0,3003.25,2981.0,2997.75,30303
2019-09-17,3005.5,3006.5,2991.25,3001.75,18363
2019-09-18,3006.25,3011.25,2978.25,3005.75,20187
2019-09-19,3006.0,3022.25,2989.0,3007.5,13729
2019-09-20,3013.610107421875,3016.25,3003.25,3004.75,303170
2019-09-23,2997.0,3008.0,2982.0,2995.0,243011
2019-09-24,2970.25,3012.5,2958.5,3002.25,478998
2019-09-25,2986.25,2991.75,2953.5,2972.0,301205
2019-09-26,2980.5,2995.5,2964.25,2987.0,277246
2019-09-27,2963.75,2993.0,2946.0,2981.25,361744
2019-09-30,2978.5,2986.25,2964.5,2975.25,199855
2019-10-01,2937.75,2994.25,2936.75,2984.25,331879
2019-10-02,2880.5,2949.0,2874.0,2942.25,404895
2019-10-03,2911.75,2913.0,2855.0,2884.5,424733
2019-10-04,2951.0,2953.25,2890.25,2912.25,322583
2019-10-07,2937.5,2959.25,2926.5,2937.25,271879
2019-10-08,2892.5,2950.0,2890.75,2935.25,437173
2019-10-09,2919.0,2932.0,2888.25,2894.0,286742
2019-10-10,2941.0,2953.75,2881.75,2920.0,403091
2019-10-11,2970.75,2993.75,2941.75,2948.5,349487
2019-10-14,2965.5,2982.25,2954.0,2967.75,210619
2019-10-15,2997.75,3003.25,2966.25,2967.0,229519
2019-10-16,2991.5,2998.25,2984.75,2998.25,233214
2019-10-17,2998.0,3008.0,2985.25,2992.5,250867
2019-10-18,2988.25,3001.0,2975.0,2998.5,263667
2019-10-21,3006.5,3007.5,2983.75,2985.0,183087
2019-10-22,2994.5,3014.0,2988.0,3006.75,258327
2019-10-23,3005.75,3007.0,2982.0,2991.75,202708
2019-10-24,3004.25,3015.5,2998.5,3005.5,225499
2019-10-25,3020.25,3026.5,3000.0,3004.0,197825
2019-10-28,3036.25,3042.75,3022.0,3023.0,177810
2019-10-29,3035.75,3046.0,3029.5,3039.0,204832
2019-10-30,3047.75,3055.5,3023.25,3036.25,251594
2019-10-31,3035.75,3052.75,3020.0,3052.5,339183
2019-11-01,3063.25,3065.25,3033.0,3036.75,193991
2019-11-04,3075.75,3083.5,3064.25,3064.25,174837
2019-11-05,3072.0,3085.75,3069.75,3077.25,197388
2019-11-06,3075.5,3078.0,3063.25,3071.75,217605
2019-11-07,3086.0,3097.5,3070.25,3077.25,205063
2019-11-08,3090.5,3092.5,3072.5,3086.5,155419
2019-11-11,3087.5,3092.0,3074.5,3091.0,114085
2019-11-12,3092.0,3102.0,3081.25,3087.75,164987
2019-11-13,3095.5,3097.0,3075.75,3091.5,203289
2019-11-14,3097.0,3099.75,3081.75,3096.25,176971
2019-11-15,3118.25,3119.5,3095.75,3097.5,156320
2019-11-18,3121.75,3128.0,3111.0,3119.25,159079
2019-11-19,3118.5,3132.5,3112.75,3122.0,185564
2019-11-20,3109.0,3118.5,3090.75,3116.25,288461
2019-11-21,3104.0,3114.5,3091.25,3099.75,246821
2019-11-22,3111.5,3114.5,3097.75,3103.75,167387
2019-11-25,3132.75,3133.5,3116.5,3117.5,106466
2019-11-26,3143.75,3144.75,3128.0,3131.25,147559
2019-11-27,3153.75,3155.0,3141.75,3143.75,109230
2019-11-29,3143.75,3155.5,3139.5,3154.25,117741
2019-12-02,3114.25,3157.75,3110.25,3145.0,337301
2019-12-03,3091.0,3122.0,3069.5,3114.0,398053
2019-12-04,3111.0,3119.5,3081.75,3091.75,251916
2019-12-05,3117.75,3124.75,3103.5,3110.75,263471
2019-12-06,3146.0,3151.25,3117.0,3117.5,192303
2019-12-09,3134.5,3149.5,3131.25,3146.5,159703
2019-12-10,3136.0,3143.0,3116.25,3133.25,260448
2019-12-11,3143.0,3144.5,3129.75,3136.0,189582
2019-12-12,3168.0,3177.25,3137.0,3143.75,382964
2019-12-13,3172.0,3185.0,3156.75,3173.75,78098
2019-12-16,3194.25,3198.75,3173.75,3175.0,19693
2019-12-17,3192.0,3199.25,3187.75,3192.5,13568
2019-12-18,3194.75,3198.75,3188.0,3189.75,8339
2019-12-19,3207.0,3209.25,3190.25,3195.5,7317
2019-12-20,3231.02001953125,3231.02001953125,3204.0,3207.75,152944
2019-12-23,3227.25,3234.25,3224.25,3226.25,88119
2019-12-24,3225.75,3231.0,3222.5,3227.5,40939
2019-12-26,3244.5,3244.75,3226.75,3226.75,59828
2019-12-27,3237.5,3254.0,3235.5,3241.75,151910
2019-12-30,3223.5,3244.5,3217.25,3237.5,191801
2019-12-31,3231.0,3236.0,3213.0,3223.0,144320
2020-01-02,3259.0,3261.75,3234.25,3237.0,178832
2020-01-03,3235.5,3263.25,3207.0,3260.75,310875
2020-01-06,3243.5,3249.5,3208.75,3222.75,246527
2020-01-07,3235.25,3254.5,3226.0,3243.0,221754
2020-01-08,3260.25,3267.5,3181.0,3232.0,488406
2020-01-09,3276.0,3276.75,3257.75,3259.75,198451
2020-01-10,3264.75,3287.0,3260.75,3275.5,218016
2020-01-13,3289.75,3291.0,3265.5,3265.75,156703
2020-01-14,3288.0,3296.5,3275.25,3289.0,267615
2020-01-15,3293.75,3299.0,3278.0,3287.5,235400
2020-01-16,3316.5,3318.0,3293.75,3293.75,176499
2020-01-17,3325.0,3330.25,3316.0,3316.75,172211
2020-01-21,3319.5,3330.0,3307.25,3324.5,262273
2020-01-22,3319.75,3337.5,3315.25,3320.5,221789
2020-01-23,3326.0,3327.0,3301.5,3317.0,349429
2020-01-24,3293.5,3337.0,3280.5,3326.25,521297
2020-01-27,3239.5,3273.0,3233.0,3273.0,521503
2020-01-28,3278.25,3285.0,3238.5,3239.5,349143
2020-01-29,3272.5,3292.75,3265.25,3282.25,379821
2020-01-30,3289.75,3295.25,3239.5,3272.0,541849
2020-01-31,3224.0,3297.5,3212.5,3292.75,642183
2020-02-03,3245.5,3267.25,3221.5,3222.0,386183
2020-02-04,3299.5,3305.25,3236.0,3244.75,356578
2020-02-05,3335.0,3338.25,3288.25,3299.25,416320
2020-02-06,3345.25,3357.5,3332.5,3336.0,291379
2020-02-07,3325.5,3350.0,3320.75,3348.75,382351
2020-02-10,3353.0,3353.5,3303.25,3322.0,277254
2020-02-11,3357.5,3374.5,3349.5,3350.75,281600
2020-02-12,3380.5,3381.5,3355.5,3359.75,215754
2020-02-13,3377.5,3384.75,3348.5,3380.25,325469
2020-02-14,3381.0,3388.25,3365.25,3379.0,236867
2020-02-18,3369.25,3392.5,3355.25,3381.25,333634
2020-02-19,3387.25,3394.0,3370.75,3371.5,213909
2020-02-20,3369.25,3397.5,3339.5,3391.25,554873
2020-02-21,3339.25,3369.5,3327.75,3366.75,477927
2020-02-24,3226.25,3315.0,3213.75,3315.0,824521
2020-02-25,3132.5,3259.5,3117.25,3224.25,1152006
2020-02-26,3110.25,3182.0,3090.5,3139.0,1070134
2020-02-27,2957.0,3117.0,2944.5,3101.25,1282240
2020-02-28,2951.0,2995.75,2853.0,2950.5,1735325
2020-03-02,3065.0,3093.0,2888.0,2904.0,946817
2020-03-03,2997.0,3136.5,2973.0,3077.0,1096486
2020-03-04,3114.75,3129.25,2976.75,2988.75,647060
2020-03-05,3015.5,3114.0,2996.75,3110.0,718122
2020-03-06,2964.0,3037.0,2898.0,3024.0,913066
2020-03-09,2747.75,2917.0,2713.5,2916.5,806067
2020-03-10,2865.75,2884.75,2694.75,2733.5,1061592
2020-03-11,2740.25,2869.5,2703.0,2861.75,1109823
2020-03-12,2469.0,2773.5,2442.0,2738.25,1447148
2020-03-13,2696.0,2708.5,2393.25,2433.0,503889
2020-03-16,2416.25,2698.5,2351.0,2673.75,190088
2020-03-17,2495.5,2554.25,2365.0,2420.75,167283
2020-03-18,2414.0,2498.75,2273.5,2478.75,95464
2020-03-19,2403.25,2474.25,2287.25,2414.25,101131
2020-03-20,2437.97998046875,2513.0,2343.0,2365.0,1626055
2020-03-23,2220.5,2385.5,2174.0,2220.5,1317779
2020-03-24,2438.0,2448.0,2230.25,2233.25,1057349
2020-03-25,2467.0,2561.5,2378.25,2442.5,1397589
2020-03-26,2608.0,2626.0,2401.75,2471.5,1146174
2020-03-27,2524.0,2635.0,2505.5,2627.0,1022402
2020-03-30,2611.25,2621.5,2447.0,2465.0,944238
2020-03-31,2569.75,2639.25,2555.75,2612.25,864900
2020-04-01,2448.0,2562.5,2434.25,2562.5,884677
2020-04-02,2516.5,2525.0,2424.75,2458.25,1060722
2020-04-03,2482.75,2529.5,2448.75,2514.0,823086
2020-04-06,2644.5,2668.5,2483.25,2483.25,758938
2020-04-07,2642.0,2749.0,2623.75,2645.5,1179264
2020-04-08,2735.0,2752.5,2620.75,2640.75,989636
2020-04-09,2779.75,2809.75,2700.25,2737.5,1114248
2020-04-13,2759.25,2820.5,2710.25,2807.0,800021
2020-04-14,2843.0,2848.75,2752.5,2760.5,735110
2020-04-15,2775.0,2845.75,2751.25,2843.5,861143
2020-04-16,2787.5,2831.5,2746.5,2767.5,960929
2020-04-17,2870.0,2885.25,2821.0,2858.0,958259
2020-04-20,2806.5,2875.75,2804.25,2861.75,951288
2020-04-21,2732.0,2833.25,2717.25,2807.0,1350460
2020-04-22,2788.5,2808.0,2717.25,2737.25,844258
2020-04-23,2780.75,2836.75,2772.5,2790.25,1098113
2020-04-24,2829.5,2836.0,2755.0,2777.0,718259
2020-04-27,2869.0,2883.0,2812.75,2828.75,695131
2020-04-28,2867.25,2913.5,2851.25,2867.75,974954
2020-04-29,2941.0,2959.5,2860.75,2870.75,912841
2020-04-30,2902.5,2965.25,2878.25,2956.5,1134559
2020-05-01,2821.75,2879.5,2811.75,2873.0,990942
2020-05-04,2825.25,2835.75,2770.75,2793.0,886987
2020-05-05,2858.25,2889.5,2824.5,2827.0,760646
2020-05-06,2833.5,2886.25,2832.0,2857.5,888865
2020-05-07,2880.0,2894.75,2823.25,2832.25,833230
2020-05-08,2928.5,2932.75,2879.25,2881.75,641598
2020-05-11,2922.75,2946.5,2889.5,2921.0,801756
2020-05-12,2852.5,2939.75,2838.0,2919.0,974692
2020-05-13,2813.0,2876.5,2786.25,2840.0,1541126
2020-05-14,2847.0,2853.75,2760.25,2820.25,1353295
2020-05-15,2846.5,2863.0,2809.5,2846.0,1151670
2020-05-18,2948.0,2964.5,2850.0,2860.0,768821
2020-05-19,2918.75,2976.25,2913.75,2945.0,921190
2020-05-20,2968.5,2975.75,2908.5,2913.75,865157
2020-05-21,2937.0,2973.5,2933.0,2972.0,1079352
2020-05-22,2953.0,2957.25,2903.75,2936.75,866849
2020-05-26,2994.5,3019.75,2947.75,2948.75,1023998
2020-05-27,3035.5,3039.75,2965.5,2994.25,1168154
2020-05-28,3038.0,3065.5,3019.5,3034.5,958717
2020-05-29,3042.0,3058.5,2992.25,3036.0,1176313
2020-06-01,3054.0,3058.75,3007.75,3032.0,714753
2020-06-02,3077.0,3079.25,3034.25,3052.75,764713
2020-06-03,3117.75,3129.5,3074.25,3077.75,732402
2020-06-04,3110.5,3127.0,3087.5,3117.0,1009461
2020-06-05,3186.75,3210.5,3106.25,3113.5,1112781
2020-06-08,3227.5,3231.25,3183.25,3192.25,790782
2020-06-09,3205.5,3231.0,3190.0,3227.5,916394
2020-06-10,3186.0,3227.25,3179.75,3205.0,1203733
2020-06-11,3010.25,3188.75,2996.25,3183.75,1888206
2020-06-12,3034.75,3087.75,2982.25,3015.0,676747
2020-06-15,3073.0,3079.5,2935.25,3002.5,379285
2020-06-16,3128.75,3167.0,3071.25,3077.0,261299
2020-06-17,3118.0,3158.0,3105.25,3122.25,109140
2020-06-18,3109.0,3130.5,3075.5,3114.5,87430
2020-06-19,3161.260009765625,3161.260009765625,3106.5,3109.5,1067306
2020-06-22,3110.75,3114.75,3027.5,3043.0,828328
2020-06-23,3118.5,3145.5,3060.25,3111.75,930977
2020-06-24,3049.0,3128.25,3019.5,3113.0,1389332
2020-06-25,3070.75,3079.5,3005.5,3047.0,1062543
2020-06-26,3007.0,3082.0,2992.75,3071.5,1132229
2020-06-29,3047.75,3051.25,2983.5,2986.25,894898
2020-06-30,3090.25,3101.0,3030.25,3046.0,844962
2020-07-01,3103.0,3118.0,3062.75,3085.0,870888
2020-07-02,3129.0,3156.75,3095.5,3101.5,970423
2020-07-06,3172.0,3174.75,3120.75,3121.0,1089068
2020-07-07,3136.5,3184.0,3132.5,3169.75,882615
2020-07-08,3163.5,3166.25,3125.5,3135.25,1139690
2020-07-09,3141.0,3170.75,3105.25,3166.0,1277175
2020-07-10,3178.5,3182.0,3111.5,3142.0,1116626
2020-07-13,3148.25,3226.25,3140.5,3182.0,1318497
2020-07-14,3183.5,3192.0,3119.0,3150.0,1635280
2020-07-15,3219.5,3233.0,3192.0,3203.0,1419635
2020-07-16,3194.5,3228.5,3188.5,3223.25,1073827
2020-07-17,3214.0,3225.25,3194.75,3198.25,804718
2020-07-20,3245.25,3251.5,3190.25,3214.25,771885
2020-07-21,3251.25,3273.0,3239.25,3243.75,965242
2020-07-22,3265.5,3271.5,3227.25,3249.25,870907
2020-07-23,3227.5,3284.5,3214.25,3267.5,1187809
2020-07-24,3204.0,3239.0,3191.75,3229.75,1041284
2020-07-27,3232.25,3235.0,3192.0,3210.5,761517
2020-07-28,3213.0,3246.5,3208.0,3234.75,811743
2020-07-29,3252.5,3257.0,3204.25,3214.75,659438
2020-07-30,3248.75,3269.25,3195.0,3256.75,1026724
2020-07-31,3263.5,3273.75,3212.5,3269.25,1170078
2020-08-03,3288.5,3295.5,3254.5,3270.75,549146
2020-08-04,3300.0,3301.5,3271.0,3290.5,599455
2020-08-05,3316.0,3323.5,3292.25,3300.5,542479
2020-08-06,3344.25,3346.0,3300.5,3317.25,741215
2020-08-07,3344.75,3347.75,3322.5,3343.5,909596
2020-08-10,3352.75,3357.25,3329.0,3347.25,661329
2020-08-11,3330.0,3379.0,3319.75,3350.5,974384
2020-08-12,3370.0,3382.25,3326.25,3339.5,866719
2020-08-13,3367.75,3382.0,3357.5,3367.75,714190
2020-08-14,3361.5,3380.25,3349.75,3368.75,665298
2020-08-17,3379.75,3383.0,3365.0,3365.75,408070
2020-08-18,3387.0,3390.5,3365.25,3379.25,601229
2020-08-19,3372.75,3395.5,3365.5,3388.5,720650
2020-08-20,3380.75,3387.0,3344.5,3370.0,743300
2020-08-21,3392.5,3396.25,3356.5,3383.5,723095
2020-08-24,3427.5,3429.25,3394.0,3398.0,691359
2020-08-25,3443.0,3448.75,3421.75,3427.0,731804
2020-08-26,3480.25,3483.5,3436.75,3444.5,637492
2020-08-27,3485.25,3498.25,3464.75,3479.5,1031257
2020-08-28,3504.5,3509.25,3480.75,3487.75,713068
2020-08-31,3499.0,3524.5,3490.0,3508.5,680344
2020-09-01,3527.0,3530.0,3484.25,3493.75,701143
2020-09-02,3579.25,3587.0,3526.25,3529.0,924937
2020-09-03,3461.5,3586.5,3424.75,3578.5,1908869
2020-09-04,3417.5,3484.25,3347.75,3455.0,1783626
2020-09-08,3335.5,3447.25,3327.5,3420.5,2026634
2020-09-09,3400.25,3424.0,3295.5,3320.0,1014612
2020-09-10,3340.5,3424.25,3327.25,3395.75,1337442
2020-09-11,3333.75,3376.25,3308.75,3345.5,451061
2020-09-14,3382.5,3402.75,3344.5,3350.0,132567
2020-09-15,3405.25,3419.25,3376.5,3378.75,77209
2020-09-16,3389.5,3429.75,3384.0,3406.25,96782
2020-09-17,3361.5,3397.75,3320.5,3392.75,106003
2020-09-18,3353.60009765625,3374.0,3341.0,3356.25,1072178
2020-09-21,3275.0,3326.5,3217.75,3314.75,1256851
2020-09-22,3299.25,3309.5,3256.25,3271.0,946638
2020-09-23,3231.25,3319.75,3220.75,3304.0,1165489
2020-09-24,3238.0,3268.25,3198.0,3227.75,1288513
2020-09-25,3287.25,3296.5,3206.25,3243.5,1030582
2020-09-28,3346.0,3351.25,3288.0,3291.25,809590
2020-09-29,3333.75,3363.0,3316.5,3348.5,729692
2020-09-30,3352.0,3384.0,3291.25,3330.0,1140694
2020-10-01,3367.75,3387.75,3343.75,3344.75,937681
2020-10-02,3339.25,3374.75,3300.25,3366.75,1259792
2020-10-05,3393.0,3400.0,3346.5,3358.0,641071
2020-10-06,3353.25,3421.75,3330.75,3392.25,1150090
2020-10-07,3406.75,3416.5,3331.75,3338.0,895709
2020-10-08,3437.5,3447.75,3404.0,3407.25,638300
2020-10-09,3473.25,3480.0,3445.5,3447.0,571111
2020-10-12,3532.75,3541.25,3464.0,3470.25,726172
2020-10-13,3504.75,3536.0,3491.25,3533.75,894785
2020-10-14,3481.0,3524.0,3472.25,3502.25,901013
2020-10-15,3475.5,3486.75,3431.5,3479.5,897971
2020-10-16,3462.25,3508.5,3461.25,3478.5,719766
2020-10-19,3422.75,3496.5,3410.75,3470.75,1027486
2020-10-20,3432.25,3469.75,3418.0,3435.75,1078100
2020-10-21,3432.5,3457.75,3420.75,3435.25,1034105
2020-10-22,3449.25,3453.0,3402.25,3430.5,856913
2020-10-23,3451.75,3463.5,3431.75,3455.75,773247
2020-10-26,3393.5,3447.0,3356.0,3446.0,1270433
2020-10-27,3383.0,3410.25,3368.0,3394.5,940467
2020-10-28,3263.5,3370.75,3260.75,3368.75,1529943
2020-10-29,3302.25,3333.75,3250.25,3278.75,1357129
2020-10-30,3264.75,3296.25,3225.0,3268.25,1733336
2020-11-02,3300.5,3323.5,3243.25,3262.25,1313229
2020-11-03,3361.5,3382.75,3301.25,3304.25,1055224
2020-11-04,3435.0,3480.0,3319.25,3362.5,1504508
2020-11-05,3504.75,3522.5,3428.0,3447.75,1113831
2020-11-06,3500.75,3519.0,3456.5,3509.0,1103710
2020-11-09,3544.0,3668.75,3515.75,3522.5,1805691
2020-11-10,3541.0,3562.75,3506.25,3549.25,1651819
2020-11-11,3568.0,3576.75,3530.75,3546.5,978070
2020-11-12,3532.5,3575.0,3513.0,3574.5,1209448
2020-11-13,3582.0,3590.0,3518.25,3538.0,827963
2020-11-16,3623.0,3636.75,3586.0,3586.75,853041
2020-11-17,3606.75,3630.0,3584.0,3626.0,923520
2020-11-18,3565.0,3623.25,3556.0,3603.75,974851
2020-11-19,3580.0,3582.5,3542.0,3561.75,891717
2020-11-20,3554.25,3582.5,3542.5,3560.5,754973
2020-11-23,3576.0,3596.0,3545.0,3546.25,755342
2020-11-24,3632.75,3640.0,3575.25,3576.25,763423
2020-11-25,3627.25,3655.0,3615.25,3635.75,703798
2020-11-27,3636.5,3642.75,3612.75,3629.25,347834
2020-11-30,3623.25,3651.75,3592.25,3644.0,993931
2020-12-01,3660.5,3677.5,3625.75,3631.25,839881
2020-12-02,3667.25,3672.75,3642.25,3661.0,678576
2020-12-03,3664.5,3682.0,3655.25,3671.0,716871
2020-12-04,3698.0,3700.0,3665.5,3668.0,567166
2020-12-07,3690.75,3705.0,3672.25,3695.0,664937
2020-12-08,3702.0,3708.0,3664.0,3682.25,672062
2020-12-09,3672.5,3715.0,3659.25,3707.25,1143360
2020-12-10,3668.5,3681.25,3644.0,3669.75,918121
2020-12-11,3661.25,3675.0,3628.0,3668.75,296527
2020-12-14,3646.5,3698.5,3644.25,3677.5,221323
2020-12-15,3694.5,3695.75,3642.75,3652.25,115720
2020-12-16,3700.75,3711.5,3687.25,3695.0,79520
2020-12-17,3721.25,3727.0,3699.5,3703.25,62060
2020-12-18,3726.25,3748.25,3708.0,3722.25,933634
2020-12-21,3685.75,3724.25,3596.0,3718.0,1301639
2020-12-22,3677.25,3695.25,3663.75,3684.75,869272
2020-12-23,3681.5,3701.5,3651.0,3674.5,639737
2020-12-24,3695.0,3696.25,3679.0,3684.0,197946
2020-12-28,3727.5,3732.25,3675.0,3682.25,473807
2020-12-29,3720.0,3747.75,3714.5,3730.0,650390
2020-12-30,3724.25,3738.25,3716.5,3724.25,457574
2020-12-31,3748.75,3753.0,3715.0,3725.0,400961
2021-01-04,3692.25,3773.25,3652.5,3748.5,1290071
2021-01-05,3718.25,3729.75,3673.25,3695.0,961746
2021-01-06,3740.5,3774.75,3685.5,3716.75,1423087
2021-01-07,3795.5,3804.0,3742.0,3751.5,760416
2021-01-08,3817.5,3824.25,3775.25,3797.5,1035440
2021-01-11,3792.0,3820.75,3776.25,3815.75,804542
2021-01-12,3794.5,3806.75,3767.75,3793.75,848854
2021-01-13,3803.75,3813.5,3776.5,3792.5,703893
2021-01-14,3791.25,3817.75,3786.25,3807.5,709837
2021-01-15,3762.25,3797.75,3741.5,3792.75,1067450
2021-01-19,3790.5,3797.0,3741.0,3750.25,767205
2021-01-20,3845.0,3852.5,3788.75,3795.75,626632
2021-01-21,3846.0,3859.75,3836.5,3841.25,553426
2021-01-22,3834.25,3849.5,3813.5,3846.5,630792
2021-01-25,3848.5,3853.5,3788.5,3835.0,1191844
2021-01-26,3842.5,3862.5,3821.5,3845.25,779412
2021-01-27,3744.25,3853.0,3706.25,3845.5,1611192
2021-01-28,3779.25,3823.75,3703.25,3735.0,1446451
2021-01-29,3705.25,3777.0,3685.5,3769.5,1705079
2021-02-01,3765.75,3777.0,3657.0,3692.75,1085502
2021-02-02,3818.25,3835.75,3759.75,3764.5,923295
2021-02-03,3823.5,3843.5,3807.75,3829.25,803413
2021-02-04,3864.5,3869.75,3811.5,3833.0,683457
2021-02-05,3880.25,3888.5,3860.0,3864.0,605142
2021-02-08,3908.0,3911.25,3885.5,3888.25,523552
2021-02-09,3905.5,3913.5,3895.0,3910.5,505173
2021-02-10,3903.0,3928.25,3878.5,3912.0,1048702
2021-02-11,3912.0,3920.75,3884.5,3906.75,845446
2021-02-12,3931.0,3936.25,3890.25,3905.5,538150
2021-02-16,3927.75,3959.25,3918.75,3936.25,846600
2021-02-17,3928.0,3932.5,3896.5,3929.5,844376
2021-02-18,3909.5,3936.0,3880.5,3928.0,891820
2021-02-19,3903.0,3931.25,3890.25,3911.0,776526
2021-02-22,3873.5,3914.25,3861.25,3905.0,867790
2021-02-23,3878.0,3895.75,3804.75,3877.75,1448708
2021-02-24,3922.5,3927.75,3851.75,3876.5,1166913
2021-02-25,3828.0,3934.5,3810.25,3923.75,1784926
2021-02-26,3809.25,3858.75,3785.0,3823.0,1906843
2021-03-01,3898.75,3912.0,3812.5,3817.0,963058
