Date,Open,High,Low,Close,Adj Close,Volume,50_day_MA,Signal,Pnl
2020-04-23,107.81199645996094,107.97000122070312,107.3499984741211,107.81300354003906,107.81300354003906,0,108.35764038085938,-1,0.162994384765625
2020-04-24,107.64900207519531,107.75,107.41300201416016,107.66699981689453,107.66699981689453,0,108.31490036010742,-1,0.1450042724609375
2020-04-27,107.50399780273438,107.61599731445312,107.0,107.49500274658203,107.49500274658203,0,108.26944030761719,-1,0.21799468994140625
2020-04-28,107.28600311279297,107.33399963378906,106.56199645996094,107.28299713134766,107.28299713134766,0,108.21858032226562,-1,0.5340042114257812
2020-04-29,106.75199890136719,106.75800323486328,106.36399841308594,106.74099731445312,106.74099731445312,0,108.1550602722168,-1,0.1510009765625
2020-04-30,106.60099792480469,107.10800170898438,106.41600036621094,106.61000061035156,106.61000061035156,0,108.06304016113282,-1,-0.7040023803710938
2020-05-01,107.30500030517578,107.39900207519531,106.61000061035156,107.28500366210938,107.28500366210938,0,107.96980010986329,-1,0.5540008544921875
2020-05-04,106.7509994506836,107.05500030517578,106.6719970703125,106.73799896240234,106.73799896240234,0,107.87372009277344,-1,0.06800079345703125
2020-05-05,106.68299865722656,106.88899993896484,106.48400115966797,106.6969985961914,106.6969985961914,0,107.79004013061524,-1,0.2519989013671875
2020-05-06,106.43099975585938,106.43099975585938,106.02400207519531,106.4520034790039,106.4520034790039,0,107.71308013916016,-1,0.22100067138671875
2020-05-07,106.20999908447266,106.64600372314453,106.13899993896484,106.19100189208984,106.19100189208984,0,107.63012008666992,-1,-0.18000030517578125
2020-05-08,106.38999938964844,106.72000122070312,106.23300170898438,106.35900115966797,106.35900115966797,0,107.56476013183594,-1,-0.5149993896484375
2020-05-11,106.90499877929688,107.72799682617188,106.7750015258789,106.91899871826172,106.91899871826172,0,107.54782012939454,-1,-0.6829986572265625
2020-05-12,107.58799743652344,107.6729965209961,107.21600341796875,107.56600189208984,107.56600189208984,0,107.53064010620118,0,0.42499542236328125
2020-05-13,107.16300201416016,107.2509994506836,106.76200103759766,107.13800048828125,107.13800048828125,0,107.53252014160157,-1,-0.0
2020-05-14,106.91400146484375,107.16400146484375,106.78500366210938,106.93299865722656,106.93299865722656,0,107.51774017333985,-1,-0.44699859619140625
2020-05-15,107.36100006103516,107.43199920654297,106.8759994506836,107.36499786376953,107.36499786376953,0,107.53974014282227,-1,0.1320037841796875
2020-05-18,107.22899627685547,107.49500274658203,107.06700134277344,107.20800018310547,107.20800018310547,0,107.6048600769043,-1,-0.14800262451171875
2020-05-19,107.37699890136719,108.0739974975586,107.30500030517578,107.38099670410156,107.38099670410156,0,107.69024002075196,-1,-0.4420013427734375
2020-05-20,107.81900024414062,107.9749984741211,107.34600067138672,107.80999755859375,107.80999755859375,0,107.7452000427246,0,0.220001220703125
2020-05-21,107.5989990234375,107.84700012207031,107.57499694824219,107.59100341796875,107.59100341796875,0,107.80438003540038,-1,0.0
2020-05-22,107.63400268554688,107.76000213623047,107.33399963378906,107.63099670410156,107.63099670410156,0,107.86288009643555,-1,-0.10599517822265625
2020-05-25,107.73999786376953,107.77200317382812,107.62999725341797,107.73500061035156,107.73500061035156,0,107.88610000610352,-1,0.04999542236328125
2020-05-26,107.69000244140625,107.91600036621094,107.40299987792969,107.68699645996094,107.68699645996094,0,107.9147200012207,-1,0.2010040283203125
2020-05-27,107.48899841308594,107.93199920654297,107.37200164794922,107.49099731445312,107.49099731445312,0,107.91765991210937,-1,-0.31400299072265625
2020-05-28,107.8030014038086,107.89600372314453,107.5790023803711,107.7979965209961,107.7979965209961,0,107.90545989990234,-1,0.177001953125
2020-05-29,107.6259994506836,107.81199645996094,107.08999633789062,107.64299774169922,107.64299774169922,0,107.83197982788086,-1,-0.0879974365234375
2020-06-01,107.71399688720703,107.8499984741211,107.39399719238281,107.70800018310547,107.70800018310547,0,107.77817977905273,-1,0.167999267578125
2020-06-02,107.5459976196289,108.65799713134766,107.51699829101562,107.5479965209961,107.5479965209961,0,107.7118197631836,-1,-1.272003173828125
2020-06-03,108.81800079345703,108.9739990234375,108.4209976196289,108.80899810791016,108.80899810791016,0,107.66587982177734,0,-0.16300201416015625
2020-06-04,108.98100280761719,109.15299987792969,108.61900329589844,108.9990005493164,108.9990005493164,0,107.62833984375,0,0.0
2020-06-05,109.12000274658203,109.84600067138672,109.0479965209961,109.1500015258789,109.1500015258789,0,107.62801986694336,0,0.0
2020-06-08,109.58999633789062,109.5999984741211,108.41300201416016,109.63400268554688,109.63400268554688,0,107.67103973388672,0,-0.0
2020-06-09,108.36900329589844,108.36900329589844,107.64600372314453,108.40899658203125,108.40899658203125,0,107.6772998046875,0,-0.0
2020-06-10,107.81700134277344,107.86699676513672,107.177001953125,107.7969970703125,107.7969970703125,0,107.68449981689453,0,-0.0
2020-06-11,107.01499938964844,107.22699737548828,106.5979995727539,106.98100280761719,106.98100280761719,0,107.67907974243164,-1,-0.0
2020-06-12,106.8219985961914,107.5510025024414,106.60099792480469,106.8030014038086,106.8030014038086,0,107.65457977294922,-1,-0.4850006103515625
2020-06-15,107.30699920654297,107.47699737548828,107.0,107.31099700927734,107.31099700927734,0,107.62713973999024,-1,-0.15799713134765625
2020-06-16,107.46499633789062,107.62000274658203,107.23999786376953,107.46399688720703,107.46399688720703,0,107.59471969604492,-1,0.08499908447265625
2020-06-17,107.37999725341797,107.43699645996094,107.16300201416016,107.41000366210938,107.41000366210938,0,107.56901962280273,-1,0.516998291015625
2020-06-18,106.86299896240234,107.12300109863281,106.66600036621094,106.89399719238281,106.89399719238281,0,107.52829956054687,-1,-0.128997802734375
2020-06-19,106.99199676513672,107.04000091552734,106.77200317382812,107.00599670410156,107.00599670410156,0,107.49711944580078,-1,0.1739959716796875
2020-06-22,106.81800079345703,106.99800109863281,106.78299713134766,106.83100128173828,106.83100128173828,0,107.4664794921875,-1,-0.06800079345703125
2020-06-23,106.88600158691406,107.21700286865234,106.08200073242188,106.90299987792969,106.90299987792969,0,107.4515594482422,-1,0.47299957275390625
2020-06-24,106.41300201416016,106.97599792480469,106.38400268554688,106.43199920654297,106.43199920654297,0,107.43773956298828,-1,-0.6189956665039062
2020-06-25,107.03199768066406,107.44499969482422,107.02999877929688,107.04399871826172,107.04399871826172,0,107.4260595703125,-1,-0.121002197265625
2020-06-26,107.15299987792969,107.3489990234375,106.7979965209961,107.15499877929688,107.15499877929688,0,107.4104396057129,-1,-0.069000244140625
2020-06-29,107.22200012207031,107.87999725341797,107.0510025024414,107.21800231933594,107.21800231933594,0,107.40109954833984,-1,-0.378997802734375
2020-06-30,107.60099792480469,107.9219970703125,107.52999877929688,107.58999633789062,107.58999633789062,0,107.39969955444336,0,-0.384002685546875
2020-07-01,107.98500061035156,108.15799713134766,107.36799621582031,107.98899841308594,107.98899841308594,0,107.4043995666504,0,-0.0
2020-07-02,107.35800170898438,107.71700286865234,107.34700012207031,107.36599731445312,107.36599731445312,0,107.39531967163086,-1,0.0
2020-07-03,107.50900268554688,107.56600189208984,107.43900299072266,107.49700164794922,107.49700164794922,0,107.39251968383789,0,-0.06999969482421875
2020-07-06,107.5790023803711,107.7699966430664,107.43399810791016,107.5790023803711,107.5790023803711,0,107.39401977539063,0,-0.0
2020-07-07,107.35299682617188,107.78800201416016,107.2300033569336,107.35900115966797,107.35900115966797,0,107.3953596496582,-1,0.0
2020-07-08,107.5739974975586,107.70500183105469,107.38700103759766,107.5780029296875,107.5780029296875,0,107.41179962158203,0,0.30899810791015625
2020-07-09,107.26499938964844,107.39199829101562,107.10299682617188,107.28299713134766,107.28299713134766,0,107.4250796508789,-1,-0.0
2020-07-10,107.23300170898438,107.26200103759766,106.66500091552734,107.23600006103516,107.23600006103516,0,107.42363967895508,-1,0.3209991455078125
2020-07-13,106.91200256347656,107.31099700927734,106.78800201416016,106.91000366210938,106.91000366210938,0,107.42685974121093,-1,-0.37799835205078125
2020-07-14,107.29000091552734,107.41200256347656,107.12000274658203,107.2760009765625,107.2760009765625,0,107.43899978637695,-1,0.0449981689453125
2020-07-15,107.24500274658203,107.30500030517578,106.66300201416016,107.24500274658203,107.24500274658203,0,107.4552798461914,-1,0.36100006103515625
2020-07-16,106.88400268554688,107.1969985961914,106.83799743652344,106.91699981689453,106.91699981689453,0,107.4687599182129,-1,-0.40399932861328125
2020-07-17,107.28800201416016,107.35299682617188,107.05999755859375,107.27799987792969,107.27799987792969,0,107.48671997070312,-1,0.21099853515625
2020-07-20,107.0770034790039,107.5,107.03700256347656,107.08999633789062,107.08999633789062,0,107.49016006469726,-1,-0.093994140625
2020-07-21,107.1709976196289,107.36399841308594,106.80500030517578,107.19599914550781,107.19599914550781,0,107.48182006835937,-1,0.35699462890625
2020-07-22,106.81400299072266,107.2020034790039,106.71800231933594,106.83200073242188,106.83200073242188,0,107.47484008789063,-1,-0.35199737548828125
2020-07-23,107.16600036621094,107.21600341796875,106.83300018310547,107.17500305175781,107.17500305175781,0,107.47988006591797,-1,0.3300018310546875
2020-07-24,106.83599853515625,106.83599853515625,105.75900268554688,106.83799743652344,106.83799743652344,0,107.46938003540039,-1,0.8799972534179688
2020-07-27,105.95600128173828,106.0469970703125,105.12100219726562,105.99299621582031,105.99299621582031,0,107.44392013549805,-1,0.6650009155273438
2020-07-28,105.29100036621094,105.67900085449219,104.95800018310547,105.26100158691406,105.26100158691406,0,107.40220016479492,-1,0.180999755859375
2020-07-29,105.11000061035156,105.22799682617188,104.80000305175781,105.10700225830078,105.10700225830078,0,107.34802017211913,-1,0.09400177001953125
2020-07-30,105.01599884033203,105.28800201416016,104.91200256347656,105.03199768066406,105.03199768066406,0,107.29636016845703,-1,0.3489990234375
2020-07-31,104.66699981689453,105.7959976196289,104.1989974975586,104.68299865722656,104.68299865722656,0,107.23702011108398,-1,-1.1780014038085938
2020-08-03,105.84500122070312,106.42900085449219,105.5790023803711,105.86599731445312,105.86599731445312,0,107.19912017822266,-1,-0.201995849609375
2020-08-04,106.0469970703125,106.19200134277344,105.72699737548828,106.02999877929688,106.02999877929688,0,107.16626007080077,-1,0.4499969482421875
2020-08-05,105.59700012207031,105.86399841308594,105.3280029296875,105.61399841308594,105.61399841308594,0,107.12842010498046,-1,0.0469970703125
2020-08-06,105.55000305175781,105.69100189208984,105.302001953125,105.5530014038086,105.5530014038086,0,107.08336013793945,-1,-0.01099395751953125
2020-08-07,105.56099700927734,106.04199981689453,105.4800033569336,105.58100128173828,105.58100128173828,0,107.04206008911133,-1,-0.2910003662109375
2020-08-10,105.85199737548828,106.19400024414062,105.70999908447266,105.8499984741211,105.8499984741211,0,107.00482009887695,-1,-0.14600372314453125
2020-08-11,105.99800109863281,106.57099914550781,105.94400024414062,105.99199676513672,105.99199676513672,0,106.97386016845704,-1,-0.45999908447265625
2020-08-12,106.45800018310547,106.99800109863281,106.45800018310547,106.52100372314453,106.52100372314453,0,106.92666015625,-1,-0.35399627685546875
2020-08-13,106.81199645996094,106.99099731445312,106.56999969482422,106.8219985961914,106.8219985961914,0,106.88328002929687,-1,-0.1529998779296875
2020-08-14,106.96499633789062,107.0270004272461,106.44599914550781,106.98600006103516,106.98600006103516,0,106.84017990112305,0,0.39599609375
2020-08-17,106.56900024414062,106.63800048828125,105.9530029296875,106.55400085449219,106.55400085449219,0,106.77975997924804,-1,-0.0
2020-08-18,105.98600006103516,105.98600006103516,105.29399871826172,105.99500274658203,105.99500274658203,0,106.73209991455079,-1,0.7639999389648438
2020-08-19,105.22200012207031,105.75900268554688,105.11399841308594,105.2239990234375,105.2239990234375,0,106.68019989013672,-1,-0.8679962158203125
2020-08-20,106.08999633789062,106.197998046875,105.77200317382812,106.0790023803711,106.0790023803711,0,106.66169982910156,-1,0.42099761962890625
2020-08-21,105.66899871826172,106.06900024414062,105.4530029296875,105.66500091552734,105.66500091552734,0,106.63863983154297,-1,-0.23400115966796875
2020-08-24,105.90299987792969,105.93900299072266,105.69000244140625,105.87699890136719,105.87699890136719,0,106.61055984497071,-1,-0.08899688720703125
2020-08-25,105.99199676513672,106.56400299072266,105.88099670410156,105.99299621582031,105.99299621582031,0,106.58109985351562,-1,-0.43000030517578125
2020-08-26,106.4219970703125,106.5510025024414,106.06300354003906,106.40499877929688,106.40499877929688,0,106.56193984985352,-1,0.550994873046875
2020-08-27,105.87100219726562,106.552001953125,105.62300109863281,105.85600280761719,105.85600280761719,0,106.54209991455077,-1,-0.787994384765625
2020-08-28,106.65899658203125,106.93800354003906,105.2030029296875,106.63700103759766,106.63700103759766,0,106.53543991088867,0,1.1349945068359375
2020-08-31,105.52400207519531,106.08100128173828,105.30699920654297,105.53500366210938,105.53500366210938,0,106.50955993652343,-1,0.0
2020-09-01,105.98999786376953,106.13600158691406,105.5989990234375,106.00399780273438,106.00399780273438,0,106.49163986206055,-1,0.12599945068359375
2020-09-02,105.86399841308594,106.2969970703125,105.86399841308594,105.89600372314453,105.89600372314453,0,106.48065979003906,-1,-0.33699798583984375
2020-09-03,106.20099639892578,106.53600311279297,106.04299926757812,106.20800018310547,106.20800018310547,0,106.46403976440429,-1,0.10999298095703125
2020-09-04,106.09100341796875,106.49500274658203,106.09100341796875,106.08599853515625,106.08599853515625,0,106.44279983520508,-1,-0.20099639892578125
2020-09-07,106.29199981689453,106.37100219726562,106.13500213623047,106.31099700927734,106.31099700927734,0,106.42419982910157,-1,-0.0019989013671875
2020-09-08,106.29399871826172,106.37799835205078,105.9000015258789,106.30500030517578,106.30500030517578,0,106.3980598449707,-1,0.3339996337890625
2020-09-09,105.95999908447266,106.25599670410156,105.81300354003906,105.96800231933594,105.96800231933594,0,106.35755981445313,-1,-0.2779998779296875
2020-09-10,106.23799896240234,106.28299713134766,105.98799896240234,106.23100280761719,106.23100280761719,0,106.33515975952149,-1,0.0930023193359375
2020-09-11,106.1449966430664,106.24400329589844,106.08000183105469,106.14299774169922,106.14299774169922,0,106.30787963867188,-1,0.01799774169921875
2020-09-14,106.12699890136719,106.16300201416016,105.552001953125,106.1449966430664,106.1449966430664,0,106.2788395690918,-1,0.38299560546875
2020-09-15,105.74400329589844,105.81500244140625,105.30000305175781,105.71499633789062,105.71499633789062,0,106.24665969848633,-1,0.363006591796875
2020-09-16,105.38099670410156,105.39600372314453,104.80799865722656,105.38099670410156,105.38099670410156,0,106.20279968261718,-1,0.33199310302734375
2020-09-17,105.04900360107422,105.16400146484375,104.52400207519531,105.06199645996094,105.06199645996094,0,106.1584797668457,-1,0.3600006103515625
2020-09-18,104.68900299072266,104.85900115966797,104.27300262451172,104.697998046875,104.697998046875,0,106.10759979248047,-1,0.15500640869140625
2020-09-21,104.53399658203125,104.76200103759766,104.00800323486328,104.53700256347656,104.53700256347656,0,106.06003967285156,-1,-0.18500518798828125
2020-09-22,104.71900177001953,105.06600189208984,104.41100311279297,104.69000244140625,104.69000244140625,0,106.00861968994141,-1,-0.34999847412109375
2020-09-23,105.06900024414062,105.37300109863281,104.91000366210938,105.03399658203125,105.03399658203125,0,105.96509963989257,-1,-0.2559967041015625
2020-09-24,105.32499694824219,105.5199966430664,105.21499633789062,105.30400085449219,105.30400085449219,0,105.93391952514648,-1,-0.11100006103515625
2020-09-25,105.43599700927734,105.697998046875,105.24700164794922,105.43499755859375,105.43499755859375,0,105.89687942504882,-1,-0.14800262451171875
2020-09-28,105.58399963378906,105.65899658203125,105.26399993896484,105.5739974975586,105.5739974975586,0,105.86701934814454,-1,0.14499664306640625
2020-09-29,105.43900299072266,105.72200012207031,105.3479995727539,105.43299865722656,105.43299865722656,0,105.83237945556641,-1,-0.22499847412109375
2020-09-30,105.66400146484375,105.7959976196289,105.40899658203125,105.66400146484375,105.66400146484375,0,105.80937942504883,-1,0.21500396728515625
2020-10-01,105.4489974975586,105.72200012207031,105.41799926757812,105.45099639892578,105.45099639892578,0,105.77503936767579,-1,-0.1150054931640625
2020-10-02,105.56400299072266,105.66500091552734,104.96199798583984,105.54299926757812,105.54299926757812,0,105.74959945678711,-1,0.02899932861328125
2020-10-05,105.53500366210938,105.75299835205078,105.41000366210938,105.51000213623047,105.51000213623047,0,105.74117950439454,-1,-0.18999481201171875
2020-10-06,105.7249984741211,105.73799896240234,105.51000213623047,105.70700073242188,105.70700073242188,0,105.74985946655273,-1,0.08699798583984375
2020-10-07,105.63800048828125,106.1050033569336,105.62699890136719,105.63999938964844,105.63999938964844,0,105.76041946411132,-1,-0.33499908447265625
2020-10-08,105.9729995727539,106.08300018310547,105.9229965209961,105.96499633789062,105.96499633789062,0,105.77955947875977,0,-0.048004150390625
2020-10-09,106.02100372314453,106.02100372314453,105.60800170898438,106.01799774169922,106.01799774169922,0,105.80663955688476,0,-0.0
2020-10-12,105.63800048828125,105.6510009765625,105.24400329589844,105.63200378417969,105.63200378417969,0,105.80249954223633,-1,-0.0
2020-10-13,105.3479995727539,105.6259994506836,105.28800201416016,105.33899688720703,105.33899688720703,0,105.78851959228516,-1,-0.12599945068359375
2020-10-14,105.4739990234375,105.51100158691406,105.03800201416016,105.47000122070312,105.47000122070312,0,105.7860595703125,-1,0.33499908447265625
2020-10-15,105.13899993896484,105.38800048828125,105.11199951171875,105.13899993896484,105.13899993896484,0,105.77783950805664,-1,-0.21600341796875
2020-10-16,105.3550033569336,105.43699645996094,105.19000244140625,105.36000061035156,105.36000061035156,0,105.77371963500977,-1,-0.08300018310546875
2020-10-19,105.43800354003906,105.49700164794922,105.30500030517578,105.427001953125,105.427001953125,0,105.76543975830079,-1,-0.0319976806640625
2020-10-20,105.47000122070312,105.74500274658203,105.47000122070312,105.47000122070312,105.47000122070312,0,105.75487976074218,-1,-0.00499725341796875
2020-10-21,105.4749984741211,105.4749984741211,104.3499984741211,105.47699737548828,105.47699737548828,0,105.7352197265625,-1,0.8239974975585938
2020-10-22,104.6510009765625,104.87999725341797,104.45999908447266,104.6760025024414,104.6760025024414,0,105.69199981689454,-1,-0.2559967041015625
