Date,Open,High,Low,Close,Adj Close,Volume,50_day_MA,Signal,Pnl
2020-01-01,108.68000030517578,111.41000366210938,108.62999725341797,108.68099975585938,108.68099975585938,0,,0,
2020-01-02,108.71399688720703,108.86000061035156,108.22100067138672,108.71299743652344,108.71299743652344,0,,0,-0.0
2020-01-03,108.54000091552734,108.5510025024414,107.91500091552734,108.54299926757812,108.54299926757812,0,,0,-0.0
2020-01-06,107.9990005493164,108.41000366210938,107.9219970703125,107.96399688720703,107.96399688720703,0,,0,0.0
2020-01-07,108.41100311279297,108.61699676513672,108.26100158691406,108.40599822998047,108.40599822998047,0,,0,-0.0
2020-01-08,107.97799682617188,109.08899688720703,107.65699768066406,108.01599884033203,108.01599884033203,0,,0,0.0
2020-01-09,109.04900360107422,109.57599639892578,109.04900360107422,109.03099822998047,109.03099822998047,0,,0,0.0
2020-01-10,109.4990005493164,109.67500305175781,109.45600128173828,109.50700378417969,109.50700378417969,0,,0,0.0
2020-01-13,109.53399658203125,109.93499755859375,109.53199768066406,109.56600189208984,109.56600189208984,0,,0,0.0
2020-01-14,110.0,110.1709976196289,109.89099884033203,109.99199676513672,109.99199676513672,0,,0,-0.0
2020-01-15,109.8740005493164,109.99600219726562,109.79199981689453,109.85399627685547,109.85399627685547,0,,0,0.0
2020-01-16,109.8759994506836,110.16999816894531,109.8759994506836,109.88300323486328,109.88300323486328,0,,0,0.0
2020-01-17,110.16899871826172,110.2750015258789,110.05799865722656,110.17500305175781,110.17500305175781,0,,0,0.0
2020-01-20,110.19499969482422,110.21299743652344,110.11399841308594,110.18000030517578,110.18000030517578,0,,0,-0.0
2020-01-21,110.17900085449219,110.21800231933594,109.86199951171875,110.1729965209961,110.1729965209961,0,,0,-0.0
2020-01-22,109.91899871826172,110.0770034790039,109.83699798583984,109.90799713134766,109.90799713134766,0,,0,-0.0
2020-01-23,109.73600006103516,109.75,109.26899719238281,109.72799682617188,109.72799682617188,0,,0,-0.0
2020-01-24,109.56500244140625,109.64600372314453,109.30500030517578,109.552001953125,109.552001953125,0,,0,-0.0
2020-01-27,108.81400299072266,109.13200378417969,108.81400299072266,108.802001953125,108.802001953125,0,,0,0.0
2020-01-28,108.92900085449219,109.18800354003906,108.76200103759766,108.91999816894531,108.91999816894531,0,,0,0.0
2020-01-29,109.12999725341797,109.22599792480469,108.99400329589844,109.13200378417969,109.13200378417969,0,,0,-0.0
2020-01-30,108.99600219726562,109.03800201416016,108.65699768066406,108.98699951171875,108.98699951171875,0,,0,-0.0
2020-01-31,108.90899658203125,109.11499786376953,108.34100341796875,108.87699890136719,108.87699890136719,0,,0,-0.0
2020-02-03,108.38099670410156,108.7959976196289,108.36599731445312,108.37200164794922,108.37200164794922,0,,0,0.0
2020-02-04,108.61000061035156,109.43800354003906,108.55799865722656,108.61199951171875,108.61199951171875,0,,0,0.0
2020-02-05,109.44400024414062,109.83399963378906,109.31199645996094,109.4469985961914,109.4469985961914,0,,0,0.0
2020-02-06,109.80400085449219,109.9800033569336,109.78099822998047,109.81400299072266,109.81400299072266,0,,0,0.0
2020-02-07,109.95500183105469,109.97899627685547,109.53099822998047,109.96800231933594,109.96800231933594,0,,0,-0.0
2020-02-10,109.62899780273438,109.87000274658203,109.61100006103516,109.6449966430664,109.6449966430664,0,,0,0.0
2020-02-11,109.75800323486328,109.9540023803711,109.74199676513672,109.76599884033203,109.76599884033203,0,,0,0.0
2020-02-12,109.83699798583984,110.12100219726562,109.79000091552734,109.84300231933594,109.84300231933594,0,,0,0.0
2020-02-13,109.85700225830078,109.97699737548828,109.62799835205078,109.84600067138672,109.84600067138672,0,,0,-0.0
2020-02-14,109.78600311279297,109.90799713134766,109.70500183105469,109.75800323486328,109.75800323486328,0,,0,-0.0
2020-02-17,109.7770004272461,109.9540023803711,109.72100067138672,109.79100036621094,109.79100036621094,0,,0,0.0
2020-02-18,109.8290023803711,109.94000244140625,109.65599822998047,109.83000183105469,109.83000183105469,0,,0,0.0
2020-02-19,109.9280014038086,111.302001953125,109.86599731445312,109.91899871826172,109.91899871826172,0,,0,0.0
2020-02-20,111.2020034790039,112.18599700927734,111.11299896240234,111.20999908447266,111.20999908447266,0,,0,0.0
2020-02-21,111.96700286865234,112.16799926757812,111.51699829101562,111.9540023803711,111.9540023803711,0,,0,-0.0
2020-02-24,111.55500030517578,111.65699768066406,110.51000213623047,111.55699920654297,111.55699920654297,0,,0,-0.0
2020-02-25,110.86699676513672,111.03500366210938,110.03900146484375,110.85700225830078,110.85700225830078,0,,0,-0.0
2020-02-26,110.27899932861328,110.68900299072266,110.14800262451172,110.28600311279297,110.28600311279297,0,,0,0.0
2020-02-27,110.35800170898438,110.38800048828125,109.70700073242188,110.36299896240234,110.36299896240234,0,,0,-0.0
2020-02-28,109.65799713134766,109.65799713134766,107.77799987792969,109.66000366210938,109.66000366210938,0,,0,-0.0
2020-03-02,107.75199890136719,108.55799865722656,107.41500091552734,107.6969985961914,107.6969985961914,0,,0,0.0
2020-03-03,108.4469985961914,108.4469985961914,107.22100067138672,108.48699951171875,108.48699951171875,0,,0,-0.0
2020-03-04,107.06900024414062,107.6709976196289,107.0479965209961,107.03700256347656,107.03700256347656,0,,0,0.0
2020-03-05,107.65299987792969,107.65299987792969,106.50800323486328,107.677001953125,107.677001953125,0,,0,-0.0
2020-03-06,106.26100158691406,106.33599853515625,104.99600219726562,106.24800109863281,106.24800109863281,0,,0,-0.0
2020-03-09,103.9729995727539,104.25700378417969,101.28299713134766,103.93800354003906,103.93800354003906,0,,0,-0.0
2020-03-10,103.10800170898438,105.18900299072266,102.73899841308594,103.11199951171875,103.11199951171875,0,109.14878021240234,-1,0.0
2020-03-11,105.07099914550781,105.28099822998047,104.11900329589844,105.0260009765625,105.0260009765625,0,109.07660018920899,-1,0.430999755859375
2020-03-12,104.63999938964844,105.71600341796875,103.13800048828125,104.55000305175781,104.55000305175781,0,108.99512023925782,-1,-0.069000244140625
2020-03-13,104.70899963378906,107.47100067138672,104.69100189208984,104.61000061035156,104.61000061035156,0,108.91850021362305,-1,-1.8700027465820312
2020-03-16,106.5790023803711,107.52899932861328,105.14700317382812,106.68800354003906,106.68800354003906,0,108.89010025024415,-1,0.31999969482421875
2020-03-17,106.25900268554688,107.56099700927734,106.0790023803711,106.17500305175781,106.17500305175781,0,108.84706024169923,-1,-1.0830001831054688
2020-03-18,107.34200286865234,108.48799896240234,106.75900268554688,107.37699890136719,107.37699890136719,0,108.83434036254883,-1,-1.0709991455078125
2020-03-19,108.41300201416016,110.13899993896484,108.1969985961914,108.36000061035156,108.36000061035156,0,108.82162033081055,-1,-2.8870010375976562
2020-03-20,111.30000305175781,111.33699798583984,109.3759994506836,111.29100036621094,111.29100036621094,0,108.85764038085938,0,0.8960037231445312
2020-03-23,110.40399932861328,111.3489990234375,109.68099975585938,110.46199798583984,110.46199798583984,0,108.87504043579102,0,0.0
2020-03-24,110.86399841308594,111.48699951171875,110.11399841308594,110.8270034790039,110.8270034790039,0,108.89232040405274,0,0.0
2020-03-25,111.11499786376953,111.66799926757812,110.75199890136719,111.12000274658203,111.12000274658203,0,108.9171403503418,0,-0.0
2020-03-26,110.85800170898438,110.93399810791016,109.36100006103516,110.8759994506836,110.8759994506836,0,108.93678039550781,0,-0.0
2020-03-27,109.13600158691406,109.36399841308594,107.88400268554688,109.10900115966797,109.10900115966797,0,108.91612045288086,0,-0.0
2020-03-30,107.43900299072266,108.28700256347656,107.15299987792969,107.41300201416016,107.41300201416016,0,108.86100051879883,-1,0.0
2020-03-31,108.05599975585938,108.71199798583984,107.46499633789062,108.03500366210938,108.03500366210938,0,108.81854049682617,-1,0.5989990234375
2020-04-01,107.45700073242188,107.89700317382812,107.02899932861328,107.50800323486328,107.50800323486328,0,108.76930053710937,-1,0.17099761962890625
2020-04-02,107.28600311279297,107.97799682617188,107.03399658203125,107.25700378417969,107.25700378417969,0,108.72030059814453,-1,-0.7609939575195312
2020-04-03,108.0469970703125,108.6719970703125,107.81300354003906,108.0009994506836,108.0009994506836,0,108.68994049072266,-1,-0.6320037841796875
2020-04-06,108.67900085449219,109.35299682617188,108.67900085449219,108.69300079345703,108.69300079345703,0,108.68724044799805,-1,-0.4069976806640625
2020-04-07,109.08599853515625,109.12699890136719,108.6760025024414,109.11499786376953,109.11499786376953,0,108.69038040161132,0,0.42099761962890625
2020-04-08,108.66500091552734,109.0739974975586,108.51300048828125,108.6510009765625,108.6510009765625,0,108.68108047485352,-1,0.0
2020-04-09,108.89900207519531,109.05799865722656,108.36000061035156,108.9219970703125,108.9219970703125,0,108.67914047241212,0,0.34799957275390625
2020-04-10,108.5510025024414,108.56400299072266,108.3290023803711,108.56099700927734,108.56099700927734,0,108.67198059082031,-1,-0.0
2020-04-13,108.3499984741211,108.37100219726562,107.56300354003906,108.33599853515625,108.33599853515625,0,108.6713606262207,-1,0.7179946899414062
2020-04-14,107.63200378417969,107.7490005493164,107.072998046875,107.62300109863281,107.62300109863281,0,108.65180068969727,-1,0.5280075073242188
2020-04-15,107.10399627685547,107.83699798583984,106.93000030517578,107.10399627685547,107.10399627685547,0,108.60500061035157,-1,-0.5120010375976562
2020-04-16,107.61599731445312,108.0770034790039,107.18599700927734,107.60900115966797,107.60900115966797,0,108.56124053955078,-1,-0.31800079345703125
2020-04-17,107.93399810791016,107.94300079345703,107.30599975585938,107.94499969482422,107.94499969482422,0,108.5208204650879,-1,0.2449951171875
2020-04-20,107.68900299072266,107.94599914550781,107.60199737548828,107.66999816894531,107.66999816894531,0,108.48202056884766,-1,0.01800537109375
2020-04-21,107.6709976196289,107.81199645996094,107.2959976196289,107.66899871826172,107.66899871826172,0,108.44028045654296,-1,-0.07900238037109375
2020-04-22,107.75,107.93099975585938,107.5260009765625,107.72100067138672,107.72100067138672,0,108.39854049682617,-1,-0.0619964599609375
