Datetime,Open,High,Low,Close,Adj Close,Volume,10DayMAvg,PrevClose,Condition,PNL,Returns,Balance,Peak,Drawdown
2023-11-20 13:00:00+00:00,1.0933741331100464,1.0934937000274658,1.0927767753601074,1.0930156707763672,1.0930156707763672,0,,,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 14:00:00+00:00,1.0930156707763672,1.0946906805038452,1.0922993421554565,1.0943313837051392,1.0943313837051392,0,,,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 15:00:00+00:00,1.0944511890411377,1.0944511890411377,1.0928961038589478,1.0940918922424316,1.0940918922424316,0,,,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 16:00:00+00:00,1.0942115783691406,1.0948106050491333,1.0940918922424316,1.0946906805038452,1.0946906805038452,0,,,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 17:00:00+00:00,1.0946906805038452,1.0952903032302856,1.0938525199890137,1.0940918922424316,1.0940918922424316,0,,1.088139295578003,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 18:00:00+00:00,1.0940918922424316,1.0954102277755737,1.0939722061157227,1.0949305295944214,1.0949305295944214,0,,1.0893245935440063,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 19:00:00+00:00,1.0949305295944214,1.0949305295944214,1.0942115783691406,1.0949305295944214,1.0949305295944214,0,,1.0906314849853516,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 20:00:00+00:00,1.0949305295944214,1.09505033493042,1.0945708751678467,1.0945708751678467,1.0945708751678467,0,,1.0903936624526978,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 21:00:00+00:00,1.0945708751678467,1.0946906805038452,1.0943313837051392,1.0943313837051392,1.0943313837051392,0,,1.0911074876785278,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 22:00:00+00:00,1.0943313837051392,1.0948106050491333,1.0940918922424316,1.0944511890411377,1.0944511890411377,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-20 23:00:00+00:00,1.0945708751678467,1.0949305295944214,1.0945708751678467,1.0948106050491333,1.0948106050491333,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 00:00:00+00:00,1.0948106050491333,1.0954102277755737,1.0945708751678467,1.0948106050491333,1.0948106050491333,0,,1.0903936624526978,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 01:00:00+00:00,1.0949305295944214,1.0960105657577515,1.0946906805038452,1.0954102277755737,1.0954102277755737,0,,1.091226577758789,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 02:00:00+00:00,1.0954102277755737,1.0964912176132202,1.095170259475708,1.0963709354400635,1.0963709354400635,0,,1.0925379991531372,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 03:00:00+00:00,1.0962508916854858,1.0967316627502441,1.0961307287216187,1.096611499786377,1.096611499786377,0,,1.0927767753601074,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 04:00:00+00:00,1.096611499786377,1.0968520641326904,1.0961307287216187,1.0962508916854858,1.0962508916854858,0,,1.0925379991531372,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 05:00:00+00:00,1.0962508916854858,1.096611499786377,1.095650315284729,1.0958904027938843,1.0958904027938843,0,,1.0921800136566162,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 06:00:00+00:00,1.0961307287216187,1.0963709354400635,1.0955302715301514,1.0961307287216187,1.0961307287216187,0,,1.0920606851577759,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 07:00:00+00:00,1.0962508916854858,1.096611499786377,1.0954102277755737,1.095650315284729,1.095650315284729,0,,1.0918222665786743,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 08:00:00+00:00,1.0957703590393066,1.096611499786377,1.0948106050491333,1.0949305295944214,1.0949305295944214,0,,1.0922993421554565,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 09:00:00+00:00,1.0949305295944214,1.0954102277755737,1.0945708751678467,1.0946906805038452,1.0946906805038452,0,,1.0939722061157227,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 10:00:00+00:00,1.0946906805038452,1.0955302715301514,1.0945708751678467,1.0949305295944214,1.0949305295944214,0,,1.0930156707763672,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 11:00:00+00:00,1.0949305295944214,1.0949305295944214,1.0942115783691406,1.0942115783691406,1.0942115783691406,0,,1.0925379991531372,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 12:00:00+00:00,1.0943313837051392,1.0952903032302856,1.0943313837051392,1.095170259475708,1.095170259475708,0,,1.0932546854019165,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 13:00:00+00:00,1.095170259475708,1.0963709354400635,1.0943313837051392,1.0946906805038452,1.0946906805038452,0,,1.0930156707763672,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 14:00:00+00:00,1.0949305295944214,1.0961307287216187,1.0948106050491333,1.0955302715301514,1.0955302715301514,0,,1.0943313837051392,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 15:00:00+00:00,1.0957703590393066,1.0961307287216187,1.0934937000274658,1.0937328338623047,1.0937328338623047,0,,1.0940918922424316,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 16:00:00+00:00,1.0939722061157227,1.0946906805038452,1.0926573276519775,1.0926573276519775,1.0926573276519775,0,,1.0946906805038452,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 17:00:00+00:00,1.0925379991531372,1.0928961038589478,1.0921800136566162,1.0924185514450073,1.0924185514450073,0,,1.0940918922424316,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 18:00:00+00:00,1.0922993421554565,1.0922993421554565,1.0906314849853516,1.0911074876785278,1.0911074876785278,0,,1.0949305295944214,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 19:00:00+00:00,1.0909883975982666,1.0918222665786743,1.0903936624526978,1.0918222665786743,1.0918222665786743,0,,1.0949305295944214,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 20:00:00+00:00,1.0918222665786743,1.091941475868225,1.0914647579193115,1.0915838479995728,1.0915838479995728,0,,1.0945708751678467,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 21:00:00+00:00,1.0914647579193115,1.0918222665786743,1.0913456678390503,1.0913456678390503,1.0913456678390503,0,,1.0943313837051392,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 22:00:00+00:00,1.0915838479995728,1.0918222665786743,1.0911074876785278,1.0913456678390503,1.0913456678390503,0,,1.0944511890411377,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-21 23:00:00+00:00,1.0914647579193115,1.0921800136566162,1.0914647579193115,1.091941475868225,1.091941475868225,0,,1.0948106050491333,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 00:00:00+00:00,1.0920606851577759,1.0922993421554565,1.0917030572891235,1.0922993421554565,1.0922993421554565,0,,1.0948106050491333,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 01:00:00+00:00,1.0922993421554565,1.0925379991531372,1.091226577758789,1.0917030572891235,1.0917030572891235,0,,1.0954102277755737,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 02:00:00+00:00,1.0917030572891235,1.0922993421554565,1.0915838479995728,1.0918222665786743,1.0918222665786743,0,,1.0963709354400635,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 03:00:00+00:00,1.091941475868225,1.0921800136566162,1.0915838479995728,1.0917030572891235,1.0917030572891235,0,,1.096611499786377,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 04:00:00+00:00,1.0917030572891235,1.0918222665786743,1.0914647579193115,1.0915838479995728,1.0915838479995728,0,,1.0962508916854858,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 05:00:00+00:00,1.0917030572891235,1.0917030572891235,1.090869426727295,1.0911074876785278,1.0911074876785278,0,,1.0958904027938843,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 06:00:00+00:00,1.0909883975982666,1.0909883975982666,1.0899182558059692,1.0903936624526978,1.0903936624526978,0,,1.0961307287216187,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 07:00:00+00:00,1.0903936624526978,1.091941475868225,1.0903936624526978,1.0918222665786743,1.0918222665786743,0,,1.095650315284729,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 08:00:00+00:00,1.0920606851577759,1.0922993421554565,1.0887316465377808,1.0888501405715942,1.0888501405715942,0,,1.0949305295944214,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 09:00:00+00:00,1.0889687538146973,1.0913456678390503,1.0889687538146973,1.0906314849853516,1.0906314849853516,0,,1.0946906805038452,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 10:00:00+00:00,1.0903936624526978,1.090869426727295,1.0897995233535767,1.090274691581726,1.090274691581726,0,,1.0949305295944214,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 11:00:00+00:00,1.090274691581726,1.0911074876785278,1.0901559591293335,1.0903936624526978,1.0903936624526978,0,,1.0942115783691406,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 12:00:00+00:00,1.090274691581726,1.091226577758789,1.0901559591293335,1.0909883975982666,1.0909883975982666,0,,1.095170259475708,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 13:00:00+00:00,1.0907504558563232,1.0920606851577759,1.0894432067871094,1.0900371074676514,1.0900371074676514,0,,1.0946906805038452,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 14:00:00+00:00,1.0900371074676514,1.0900371074676514,1.0876659154891968,1.0877841711044312,1.0877841711044312,0,,1.0955302715301514,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 15:00:00+00:00,1.0866022109985352,1.087074637413025,1.0856584310531616,1.0868383646011353,1.0868383646011353,0,,1.0937328338623047,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 16:00:00+00:00,1.0868383646011353,1.0875475406646729,1.0864840745925903,1.087311029434204,1.087311029434204,0,,1.0926573276519775,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 17:00:00+00:00,1.087311029434204,1.0886130332946777,1.0871928930282593,1.0882576704025269,1.0882576704025269,0,,1.0924185514450073,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 18:00:00+00:00,1.0882576704025269,1.0889687538146973,1.088139295578003,1.0886130332946777,1.0886130332946777,0,,1.0911074876785278,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 19:00:00+00:00,1.0888501405715942,1.0890873670578003,1.0883761644363403,1.0887316465377808,1.0887316465377808,0,,1.0918222665786743,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 20:00:00+00:00,1.0886130332946777,1.0890873670578003,1.0884946584701538,1.0890873670578003,1.0890873670578003,0,,1.0915838479995728,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 21:00:00+00:00,1.0890873670578003,1.0892059803009033,1.0889687538146973,1.0890873670578003,1.0890873670578003,0,,1.0913456678390503,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 22:00:00+00:00,1.089680790901184,1.089680790901184,1.0887316465377808,1.0889687538146973,1.0889687538146973,0,,1.0913456678390503,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-22 23:00:00+00:00,1.0890873670578003,1.0890873670578003,1.0889687538146973,1.0890873670578003,1.0890873670578003,0,,1.091941475868225,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 00:00:00+00:00,1.0892059803009033,1.089561939239502,1.0890873670578003,1.089561939239502,1.089561939239502,0,,1.0922993421554565,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 01:00:00+00:00,1.089561939239502,1.0897995233535767,1.0892059803009033,1.0897995233535767,1.0897995233535767,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 02:00:00+00:00,1.0897995233535767,1.0907504558563232,1.0897995233535767,1.0906314849853516,1.0906314849853516,0,,1.0918222665786743,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 03:00:00+00:00,1.0907504558563232,1.090869426727295,1.0903936624526978,1.0907504558563232,1.0907504558563232,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 04:00:00+00:00,1.0907504558563232,1.090869426727295,1.0905125141143799,1.0905125141143799,1.0905125141143799,0,,1.0915838479995728,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 05:00:00+00:00,1.0905125141143799,1.0913456678390503,1.0903936624526978,1.0913456678390503,1.0913456678390503,0,,1.0911074876785278,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 06:00:00+00:00,1.091226577758789,1.091941475868225,1.0909883975982666,1.0911074876785278,1.0911074876785278,0,,1.0903936624526978,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 07:00:00+00:00,1.0911074876785278,1.0918222665786743,1.090869426727295,1.0917030572891235,1.0917030572891235,0,,1.0918222665786743,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 08:00:00+00:00,1.0915838479995728,1.0930156707763672,1.0903936624526978,1.0920606851577759,1.0920606851577759,0,,1.0888501405715942,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 09:00:00+00:00,1.0922993421554565,1.0926573276519775,1.0909883975982666,1.0925379991531372,1.0925379991531372,0,,1.0906314849853516,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 10:00:00+00:00,1.0926573276519775,1.0926573276519775,1.091941475868225,1.0921800136566162,1.0921800136566162,0,,1.090274691581726,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 11:00:00+00:00,1.0921800136566162,1.0921800136566162,1.0915838479995728,1.0917030572891235,1.0917030572891235,0,,1.0903936624526978,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 12:00:00+00:00,1.0918222665786743,1.0918222665786743,1.0903936624526978,1.0906314849853516,1.0906314849853516,0,,1.0909883975982666,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 13:00:00+00:00,1.0906314849853516,1.090869426727295,1.0900371074676514,1.0905125141143799,1.0905125141143799,0,,1.0900371074676514,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 14:00:00+00:00,1.0906314849853516,1.0906314849853516,1.0890873670578003,1.0899182558059692,1.0899182558059692,0,,1.0877841711044312,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 15:00:00+00:00,1.0900371074676514,1.0913456678390503,1.0900371074676514,1.091226577758789,1.091226577758789,0,,1.0868383646011353,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 16:00:00+00:00,1.091226577758789,1.091226577758789,1.0906314849853516,1.090869426727295,1.090869426727295,0,,1.087311029434204,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 17:00:00+00:00,1.090869426727295,1.0909883975982666,1.0906314849853516,1.090869426727295,1.090869426727295,0,,1.0882576704025269,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 18:00:00+00:00,1.090869426727295,1.090869426727295,1.0906314849853516,1.0906314849853516,1.0906314849853516,0,,1.0886130332946777,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 19:00:00+00:00,1.0906314849853516,1.0909883975982666,1.0906314849853516,1.0907504558563232,1.0907504558563232,0,,1.0887316465377808,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 20:00:00+00:00,1.0906314849853516,1.0909883975982666,1.0906314849853516,1.090869426727295,1.090869426727295,0,,1.0890873670578003,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 21:00:00+00:00,1.090869426727295,1.0911074876785278,1.0907504558563232,1.090869426727295,1.090869426727295,0,,1.0890873670578003,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 22:00:00+00:00,1.0906314849853516,1.0909883975982666,1.0906314849853516,1.0909883975982666,1.0909883975982666,0,,1.0889687538146973,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-23 23:00:00+00:00,1.090869426727295,1.0909883975982666,1.0906314849853516,1.0907504558563232,1.0907504558563232,0,,1.0890873670578003,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 00:00:00+00:00,1.090869426727295,1.091226577758789,1.0906314849853516,1.0909883975982666,1.0909883975982666,0,,1.089561939239502,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 01:00:00+00:00,1.0909883975982666,1.091226577758789,1.0905125141143799,1.0905125141143799,1.0905125141143799,0,,1.0897995233535767,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 02:00:00+00:00,1.0903936624526978,1.0906314849853516,1.0897995233535767,1.0899182558059692,1.0899182558059692,0,,1.0906314849853516,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 03:00:00+00:00,1.0899182558059692,1.090274691581726,1.0897995233535767,1.0901559591293335,1.0901559591293335,0,,1.0907504558563232,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 04:00:00+00:00,1.090274691581726,1.0906314849853516,1.0900371074676514,1.0906314849853516,1.0906314849853516,0,,1.0905125141143799,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 05:00:00+00:00,1.0907504558563232,1.0914647579193115,1.0907504558563232,1.0914647579193115,1.0914647579193115,0,,1.0913456678390503,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 06:00:00+00:00,1.0913456678390503,1.0914647579193115,1.0907504558563232,1.0909883975982666,1.0909883975982666,0,,1.0911074876785278,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 07:00:00+00:00,1.090869426727295,1.0913456678390503,1.0906314849853516,1.0911074876785278,1.0911074876785278,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 08:00:00+00:00,1.0911074876785278,1.0921800136566162,1.0909883975982666,1.0921800136566162,1.0921800136566162,0,,1.0920606851577759,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 09:00:00+00:00,1.0920606851577759,1.0922993421554565,1.0905125141143799,1.0905125141143799,1.0905125141143799,0,,1.0925379991531372,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 10:00:00+00:00,1.0906314849853516,1.091226577758789,1.0905125141143799,1.091226577758789,1.091226577758789,0,,1.0921800136566162,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 11:00:00+00:00,1.091226577758789,1.091941475868225,1.0909883975982666,1.0917030572891235,1.0917030572891235,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 12:00:00+00:00,1.0917030572891235,1.0930156707763672,1.0915838479995728,1.091941475868225,1.091941475868225,0,,1.0906314849853516,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 13:00:00+00:00,1.0918222665786743,1.0924185514450073,1.0911074876785278,1.0924185514450073,1.0924185514450073,0,,1.0905125141143799,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 14:00:00+00:00,1.0924185514450073,1.0940918922424316,1.0920606851577759,1.0939722061157227,1.0939722061157227,0,,1.0899182558059692,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 15:00:00+00:00,1.0940918922424316,1.0946906805038452,1.0938525199890137,1.0942115783691406,1.0942115783691406,0,,1.091226577758789,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 16:00:00+00:00,1.0942115783691406,1.0944511890411377,1.0933741331100464,1.0936132669448853,1.0936132669448853,0,,1.090869426727295,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 17:00:00+00:00,1.0937328338623047,1.0944511890411377,1.093135118484497,1.0943313837051392,1.0943313837051392,0,,1.090869426727295,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 18:00:00+00:00,1.0943313837051392,1.095170259475708,1.0943313837051392,1.09505033493042,1.09505033493042,0,,1.0906314849853516,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 19:00:00+00:00,1.09505033493042,1.09505033493042,1.0943313837051392,1.0949305295944214,1.0949305295944214,0,,1.0907504558563232,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 20:00:00+00:00,1.0949305295944214,1.095170259475708,1.0946906805038452,1.0948106050491333,1.0948106050491333,0,,1.090869426727295,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 21:00:00+00:00,1.0948106050491333,1.0949305295944214,1.0943313837051392,1.0945708751678467,1.0945708751678467,0,,1.090869426727295,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-24 22:00:00+00:00,1.0943313837051392,1.0943313837051392,1.0943313837051392,1.0943313837051392,1.0943313837051392,0,,1.0909883975982666,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 00:00:00+00:00,1.0943313837051392,1.0943313837051392,1.093135118484497,1.0932546854019165,1.0932546854019165,0,,1.0907504558563232,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 01:00:00+00:00,1.093135118484497,1.0952903032302856,1.0930156707763672,1.0949305295944214,1.0949305295944214,0,,1.0909883975982666,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 02:00:00+00:00,1.0949305295944214,1.0949305295944214,1.0940918922424316,1.0945708751678467,1.0945708751678467,0,,1.0905125141143799,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 03:00:00+00:00,1.0946906805038452,1.0949305295944214,1.0942115783691406,1.0949305295944214,1.0949305295944214,0,,1.0899182558059692,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 04:00:00+00:00,1.0948106050491333,1.0952903032302856,1.0945708751678467,1.09505033493042,1.09505033493042,0,,1.0901559591293335,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 05:00:00+00:00,1.09505033493042,1.0952903032302856,1.0946906805038452,1.0952903032302856,1.0952903032302856,0,,1.0906314849853516,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 06:00:00+00:00,1.0954102277755737,1.0958904027938843,1.095170259475708,1.0952903032302856,1.0952903032302856,0,,1.0914647579193115,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 07:00:00+00:00,1.0955302715301514,1.0961307287216187,1.0949305295944214,1.09505033493042,1.09505033493042,0,,1.0909883975982666,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 08:00:00+00:00,1.0949305295944214,1.0955302715301514,1.0942115783691406,1.0945708751678467,1.0945708751678467,0,,1.0911074876785278,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 09:00:00+00:00,1.0946906805038452,1.0955302715301514,1.0944511890411377,1.09505033493042,1.09505033493042,0,,1.0921800136566162,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 10:00:00+00:00,1.09505033493042,1.0958904027938843,1.0949305295944214,1.0957703590393066,1.0957703590393066,0,,1.0905125141143799,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 11:00:00+00:00,1.0957703590393066,1.0957703590393066,1.0949305295944214,1.095650315284729,1.095650315284729,0,,1.091226577758789,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 12:00:00+00:00,1.095650315284729,1.0957703590393066,1.0949305295944214,1.0952903032302856,1.0952903032302856,0,,1.0917030572891235,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 13:00:00+00:00,1.0949305295944214,1.0957703590393066,1.0948106050491333,1.0948106050491333,1.0948106050491333,0,,1.091941475868225,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 14:00:00+00:00,1.0948106050491333,1.0948106050491333,1.0930156707763672,1.0930156707763672,1.0930156707763672,0,,1.0924185514450073,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 15:00:00+00:00,1.0932546854019165,1.0940918922424316,1.0928961038589478,1.0936132669448853,1.0936132669448853,0,,1.0939722061157227,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 16:00:00+00:00,1.0936132669448853,1.0940918922424316,1.093135118484497,1.0939722061157227,1.0939722061157227,0,,1.0942115783691406,0,0.0,0.0,10000.0,10000.0,0.0
2023-11-27 17:00:00+00:00,1.0939722061157227,1.0940918922424316,1.0932546854019165,1.0937328338623047,1.0937328338623047,0,,1.0936132669448853,0,0.0,0.0,10000.0,10000.0,0.0
