Datetime,Open,High,Low,Close,Adj Close,Volume,10DayMAvg,PrevClose,Condition
2023-11-16 00:00:00+00:00,1.0856584310531616,1.085894227027893,1.0854227542877197,1.085894227027893,1.085894227027893,0,,,0
2023-11-16 01:00:00+00:00,1.0856584310531616,1.0856584310531616,1.0845986604690552,1.0847163200378418,1.0847163200378418,0,,,0
2023-11-16 02:00:00+00:00,1.0845986604690552,1.0845986604690552,1.0833063125610352,1.0836584568023682,1.0836584568023682,0,,,0
2023-11-16 03:00:00+00:00,1.0835410356521606,1.0838934183120728,1.0835410356521606,1.0835410356521606,1.0835410356521606,0,,,0
2023-11-16 04:00:00+00:00,1.0835410356521606,1.0840108394622803,1.0835410356521606,1.0840108394622803,1.0840108394622803,0,,,0
2023-11-16 05:00:00+00:00,1.0840108394622803,1.0842459201812744,1.0836584568023682,1.0841283798217773,1.0841283798217773,0,,,0
2023-11-16 06:00:00+00:00,1.0841283798217773,1.0843634605407715,1.0838934183120728,1.0842459201812744,1.0842459201812744,0,,,0
2023-11-16 07:00:00+00:00,1.0841283798217773,1.0848339796066284,1.0837758779525757,1.084481120109558,1.084481120109558,0,,,0
2023-11-16 08:00:00+00:00,1.084481120109558,1.0857763290405273,1.0842459201812744,1.0857763290405273,1.0857763290405273,0,,,0
2023-11-16 09:00:00+00:00,1.0860122442245483,1.0862481594085693,1.0853049755096436,1.0854227542877197,1.0854227542877197,0,,,0
2023-11-16 10:00:00+00:00,1.0853049755096436,1.0854227542877197,1.0847163200378418,1.0848339796066284,1.0848339796066284,0,,,0
2023-11-16 11:00:00+00:00,1.0849517583847046,1.086130142211914,1.0849517583847046,1.0855406522750854,1.0855406522750854,0,,,0
2023-11-16 12:00:00+00:00,1.0854227542877197,1.0855406522750854,1.0842459201812744,1.084481120109558,1.084481120109558,0,,,0
2023-11-16 13:00:00+00:00,1.084481120109558,1.0882576704025269,1.084481120109558,1.0882576704025269,1.0882576704025269,0,,,0
2023-11-16 14:00:00+00:00,1.0883761644363403,1.0883761644363403,1.0862481594085693,1.087902545928955,1.087902545928955,0,,,0
2023-11-16 15:00:00+00:00,1.0883761644363403,1.0897995233535767,1.0875475406646729,1.088139295578003,1.088139295578003,0,,,0
2023-11-16 16:00:00+00:00,1.088020920753479,1.0884946584701538,1.0849517583847046,1.0853049755096436,1.0853049755096436,0,,,0
2023-11-16 17:00:00+00:00,1.0853049755096436,1.0863661766052246,1.0850694179534912,1.0863661766052246,1.0863661766052246,0,,,0
2023-11-16 18:00:00+00:00,1.0864840745925903,1.0868383646011353,1.085894227027893,1.0862481594085693,1.0862481594085693,0,,,0
2023-11-16 19:00:00+00:00,1.0862481594085693,1.0862481594085693,1.0855406522750854,1.085894227027893,1.085894227027893,0,,,0
2023-11-16 20:00:00+00:00,1.086130142211914,1.086130142211914,1.0848339796066284,1.0849517583847046,1.0849517583847046,0,,,0
2023-11-16 21:00:00+00:00,1.0849517583847046,1.0856584310531616,1.0849517583847046,1.0855406522750854,1.0855406522750854,0,,,0
2023-11-16 22:00:00+00:00,1.0850694179534912,1.0856584310531616,1.0847163200378418,1.0855406522750854,1.0855406522750854,0,,,0
2023-11-16 23:00:00+00:00,1.0854227542877197,1.085894227027893,1.0854227542877197,1.0856584310531616,1.0856584310531616,0,,,0
2023-11-17 00:00:00+00:00,1.0856584310531616,1.085894227027893,1.0851871967315674,1.0856584310531616,1.0856584310531616,0,,1.085894227027893,0
2023-11-17 01:00:00+00:00,1.0857763290405273,1.0860122442245483,1.0853049755096436,1.0855406522750854,1.0855406522750854,0,,1.0847163200378418,0
2023-11-17 02:00:00+00:00,1.0856584310531616,1.0860122442245483,1.0853049755096436,1.085894227027893,1.085894227027893,0,,1.0836584568023682,0
2023-11-17 03:00:00+00:00,1.085894227027893,1.0860122442245483,1.0856584310531616,1.0856584310531616,1.0856584310531616,0,,1.0835410356521606,0
2023-11-17 04:00:00+00:00,1.0857763290405273,1.0857763290405273,1.0853049755096436,1.0853049755096436,1.0853049755096436,0,,1.0840108394622803,0
2023-11-17 05:00:00+00:00,1.0853049755096436,1.0856584310531616,1.0850694179534912,1.0856584310531616,1.0856584310531616,0,,1.0841283798217773,0
2023-11-17 06:00:00+00:00,1.0856584310531616,1.085894227027893,1.0854227542877197,1.0854227542877197,1.0854227542877197,0,,1.0842459201812744,0
2023-11-17 07:00:00+00:00,1.0850694179534912,1.0851871967315674,1.0838934183120728,1.0841283798217773,1.0841283798217773,0,,1.084481120109558,0
2023-11-17 08:00:00+00:00,1.0834236145019531,1.0851871967315674,1.0828369855880737,1.0850694179534912,1.0850694179534912,0,,1.0857763290405273,0
2023-11-17 09:00:00+00:00,1.0850694179534912,1.0860122442245483,1.0848339796066284,1.0856584310531616,1.0856584310531616,0,,1.0854227542877197,0
2023-11-17 10:00:00+00:00,1.0855406522750854,1.0874292850494385,1.0854227542877197,1.087311029434204,1.087311029434204,0,,1.0848339796066284,0
2023-11-17 11:00:00+00:00,1.0874292850494385,1.0876659154891968,1.0862481594085693,1.08695650100708,1.08695650100708,0,,1.0855406522750854,0
2023-11-17 12:00:00+00:00,1.0866022109985352,1.087074637413025,1.086130142211914,1.0866022109985352,1.0866022109985352,0,,1.084481120109558,0
2023-11-17 13:00:00+00:00,1.08672034740448,1.087902545928955,1.0866022109985352,1.0874292850494385,1.0874292850494385,0,,1.0882576704025269,0
2023-11-17 14:00:00+00:00,1.0876659154891968,1.0887316465377808,1.0862481594085693,1.087311029434204,1.087311029434204,0,,1.087902545928955,0
2023-11-17 15:00:00+00:00,1.0874292850494385,1.089561939239502,1.087311029434204,1.0890873670578003,1.0890873670578003,0,,1.088139295578003,0
2023-11-17 16:00:00+00:00,1.0892059803009033,1.0892059803009033,1.0877841711044312,1.088139295578003,1.088139295578003,0,,1.0853049755096436,0
2023-11-17 17:00:00+00:00,1.0882576704025269,1.0893245935440063,1.088139295578003,1.0893245935440063,1.0893245935440063,0,,1.0863661766052246,0
2023-11-17 18:00:00+00:00,1.0894432067871094,1.0907504558563232,1.0892059803009033,1.0906314849853516,1.0906314849853516,0,,1.0862481594085693,0
2023-11-17 19:00:00+00:00,1.0905125141143799,1.0905125141143799,1.0899182558059692,1.0903936624526978,1.0903936624526978,0,,1.085894227027893,0
2023-11-17 20:00:00+00:00,1.090274691581726,1.091226577758789,1.0900371074676514,1.0911074876785278,1.0911074876785278,0,,1.0849517583847046,0
2023-11-17 21:00:00+00:00,1.0909883975982666,1.0918222665786743,1.0907504558563232,1.0917030572891235,1.0917030572891235,0,,1.0855406522750854,0
